report_id,site,activity,energy_type,barrier_status,exposure,report_text_clean,report_text,sif_potential,lsr_tag,source
1934f126,Well Site B,pipeline pigging operation,kinetic (line of fire),confirmed_present,indirect_proximity,"During pipeline pigging operation at Well Site B, personnel were in the general work area at the time. Gas test was conducted and confirmed safe prior to entry. Reported as unsafe condition during routine walk-around. (PTW ref attached)","During pipeline pigging operation at Well Site B, personnel were in the general work area at the time. Gas test was conducted and confirmed safe prior to entry. Reported as unsafe condition during routine walk-around. (PTW ref attached)",0,N/A,synthetic
ec12a56f,Rig 4,excavation near buried utility line,low-energy/ergonomic,uncertain,direct_proximity,"During excavation near buried utility line at Rig 4, the contractor was positioned directly beneath the suspended load. Isolation status was not clearly confirmed by the crew. Near miss — situation was corrected before escalation. acc to shift log","During excavation near buried utility line at Rig 4, the contractor was positioned directly beneath the suspended load. Isolation status was not clearly confirmed by the crew. Near miss — situation was corrected before escalation. acc to shift log",0,N/A,synthetic
ed2ff6ab,Well Site B,excavation near buried utility line,stored/electrical energy,uncertain,indirect_proximity,"During excavation near buried utility line at Well Site B, a worker was nearby but not directly in the hazard path. Gas test reportedly done earlier in the shift, not re-verified. No injury occurred; worker moved away in time.","During excavaton near buried utility line at Well Site B, a worker was nearby but not directly in the hazard path. Gas test reportedly done earlier in the shift, not re-verified. No injury occurred; worker moved away in time. Supervsor ne bola area khali tha.",1,Energy Isolation,synthetic
1c651254,Rig 4,routine equipment inspection,stored/electrical energy,absent_not_mentioned,indirect_proximity,"During routine equipment inspection at Rig 4, personnel were in the general work area at the time. No isolation was mentioned in the report. Reported as unsafe condition during routine walk-around. acc to shift log","During routine equipment inspection at Rig 4, personnel were in the general work area at the time. No isolation was mentioned in the report. Reported as unsafe condition during routine walk-around. acc to shift log",1,Energy Isolation,synthetic
a0540a20,Terminal A,scaffolding erection at height,gravitational (suspended load),confirmed_present,no_exposure,"During scaffolding erection at height at Terminal A, the area was clear of workers during the activity. Permit to work was signed off with all checks completed. Minor first aid case reported.","During scaffolding erection at height at Terminal A, the area was clear of workers during the activity. PTW was signed off with all checks completed. Minor first aid case reported.",0,N/A,synthetic
642da7c8,Rig 4,routine equipment inspection,stored/electrical energy,uncertain,indirect_proximity,"During routine equipment inspection at Rig 4, personnel were in the general work area at the time. Exclusion zone markers were present but not actively enforced. Reported as unsafe condition during routine walk-around. - LOTO tag #754","During routine equipment inspection at Rig 4, personnel were in the general work area at the time. Exclusion zone markers were present but not actively enforced. Reported as unsafe condition during routine walk-around. - LOTO tag #754",1,Energy Isolation,synthetic
b9619206,Field Station 2,scaffolding erection at height,gravitational (suspended load),absent_not_mentioned,indirect_proximity,"During scaffolding erection at height at Field Station 2, a worker was nearby but not directly in the hazard path. No isolation was mentioned in the report. Near miss — situation was corrected before escalation. acc to shift log","During scaffolding erection at height at Field Station 2, a worker was nearby but not directly in the hazard path. No LOTO was mentioned in the report. Near miss — situation was corrected before escalation. acc to shift log",1,Safe Mechanical Lifting,synthetic
21558072,Rig 4,vehicle movement within plant premises,vehicular/motion,confirmed_present,no_exposure,"During vehicle movement within plant premises at Rig 4, the area was clear of workers during the activity. Gas test was conducted and confirmed safe prior to entry. No injury occurred; worker moved away in time.","During vehicle movement within plant premises at Rig 4, the area was clear of workers during the activity. Gas test was conducted and confimed safe prior to entry. No injury occurred; worker moved away in time.",0,N/A,synthetic
338372ce,Rig 4,confined space entry for tank cleaning,low-energy/ergonomic,confirmed_present,direct_proximity,"During confined space entry for tank cleaning at Rig 4, a technician was inside the equipment when work commenced. Permit to work was signed off with all checks completed. No injury occurred; worker moved away in time. reported by UA/UC observer","During confined space entry for tank cleaning at Rig 4, a technician was inside the equipment when work commenced. PTW was signed off with all checks completed. No injury occurred; worker moved away in time. reported by UA/UC observer",0,N/A,synthetic
07749f80,Plant C,maintenance on process equipment,stored/electrical energy,confirmed_present,direct_proximity,"During maintenance on process equipment at Plant C, a worker was standing within the immediate hazard zone. Exclusion zone was established and maintained throughout. Minor first aid case reported.","During maintainance on process equipment at Plant C, a worker was standing within the immediate hazard zone. Exclusion zone was established and maintained throughout. Minor first aid case reported.",0,N/A,synthetic
98d78733,Well Site B,hot work / welding near process line,stored/electrical energy,uncertain,no_exposure,"During hot work / welding near process line at Well Site B, the area was clear of workers during the activity. Isolation status was not clearly confirmed by the crew. Minor first aid case reported.","During hot work / wielding near process line at Well Site B, the area was clear of workers during the activity. LOTO status was not clearly confimed by the crew. Minor first aid case reported. Check nahi kiya gaya tha isolation ka.",0,N/A,synthetic
975bd875,Field Station 2,pipeline pigging operation,stored/electrical energy,uncertain,no_exposure,"During pipeline pigging operation at Field Station 2, no personnel were in the vicinity at the time. Gas test reportedly done earlier in the shift, not re-verified. Minor first aid case reported. - LOTO tag #754","During pipeline pigging operation at Field Station 2, no personnel were in the vicinity at the time. Gas test reportedly done earlier in the shift, not re-verified. Minor first aid case reported. - LOTO tag #754",0,N/A,synthetic
e3c48852,Terminal A,excavation near buried utility line,low-energy/ergonomic,absent_not_mentioned,no_exposure,"During excavation near buried utility line at Terminal A, no personnel were in the vicinity at the time. No injury occurred; worker moved away in time. - LOTO tag #754","During excavaton near buried utility line at Terminal A, no personnel were in the vicinity at the time. No injury occurred; worker moved away in time. - LOTO tag #754 Supervsor ne bola area khali tha.",0,N/A,synthetic
cceddb4e,Rig 4,vehicle movement within plant premises,vehicular/motion,uncertain,indirect_proximity,"During vehicle movement within plant premises at Rig 4, personnel were in the general work area at the time. Gas test reportedly done earlier in the shift, not re-verified. Minor first aid case reported.","During vehicle movement within plant premises at Rig 4, personnel were in the general work area at the time. Gas test reportedly done earlier in the shift, not re-verified. Minor first aid case reported.",1,Driving,synthetic
61587f05,Plant C,lifting operation with mobile crane,kinetic (line of fire),uncertain,indirect_proximity,"During lifting operation with mobile crane at Plant C, a worker was nearby but not directly in the hazard path. Isolation status was not clearly confirmed by the crew. No injury occurred.","During lifting operation with mobile crane at Plant C, a worker was nearby but not directly in the hazard path. Isolation status was not clearly confirmed by the crew. No injury occurred.",1,Line of Fire,synthetic
dab50b0e,Plant C,vehicle movement within plant premises,vehicular/motion,confirmed_present,no_exposure,"During vehicle movement within plant premises at Plant C, the area was clear of workers during the activity. Exclusion zone was established and maintained throughout. No injury occurred. reported by UA/UC observer","During vehicle movement within plant premises at Plant C, the area was clear of workers during the activity. Exclusion zone was established and maintained throughout. No injury occurred. reported by UA/UC observer",1,N/A,synthetic
014037eb,Rig 7,vehicle movement within plant premises,vehicular/motion,confirmed_present,no_exposure,"During vehicle movement within plant premises at Rig 7, no personnel were in the vicinity at the time. Exclusion zone was established and maintained throughout. Minor first aid case reported. reported by UA/UC observer","During vehicle movement within plant premises at Rig 7, no personnel were in the vicinity at the time. Exclusion zone was established and maintained throughout. Minor first aid case reported. reported by UA/UC observer",0,N/A,synthetic
3874b6a7,Well Site B,electrical panel work,stored/electrical energy,confirmed_present,direct_proximity,"During electrical panel work at Well Site B, personnel were within arm's reach of the live component. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation.","During electrical panel work at Well Site B, personnel were within arm's reach of the live component. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation.",0,N/A,synthetic
bd0516dd,Plant C,hot work / welding near process line,thermal (hot work),uncertain,indirect_proximity,"During hot work / welding near process line at Plant C, personnel were in the general work area at the time. Permit was raised but supervisor sign-off could not be located. Near miss — situation was corrected before escalation.","During hot work / wielding near process line at Plant C, personnel were in the general work area at the time. PTW was raised but supervsor sign-off could not be located. Near miss — situation was corrected before escalation.",0,Hot Work,synthetic
f36842fc,Plant C,scaffolding erection at height,fall from height,confirmed_present,direct_proximity,"During scaffolding erection at height at Plant C, a worker was standing within the immediate hazard zone. Isolation was verified and tagged before work began. Minor first aid case reported. - LOTO tag #754","During scaffolding erection at height at Plant C, a worker was standing within the immediate hazard zone. Isolation was verified and tagged before work began. Minor first aid case reported. - LOTO tag #754",0,N/A,synthetic
9ab0805d,Well Site B,lifting operation with mobile crane,kinetic (line of fire),absent_not_mentioned,direct_proximity,"During lifting operation with mobile crane at Well Site B, the contractor was positioned directly beneath the suspended load. Work proceeded without a permit being sighted. No injury occurred; worker moved away in time.","During lifting operation with mobile crane at Well Site B, the contractor was positioned directly beneath the suspended load. Work proceeded without a PTW being sighted. No injury occurred; worker moved away in time. Mazdoor ko turant hataya gaya.",1,Line of Fire,synthetic
287c3901,Field Station 2,electrical panel work,stored/electrical energy,confirmed_present,no_exposure,"During electrical panel work at Field Station 2, no personnel were in the vicinity at the time. Isolation was verified and tagged before work began. No injury occurred; worker moved away in time.","During electrical panel work at Field Station 2, no personnel were in the vicinity at the time. Isolation was verified and tagged before work began. No injury occurred; worker moved away in time.",0,N/A,synthetic
b4b9d062,Rig 7,hot work / welding near process line,stored/electrical energy,confirmed_present,no_exposure,"During hot work / welding near process line at Rig 7, the area was clear of workers during the activity. Gas test was conducted and confirmed safe prior to entry. No injury occurred.","During hot work / wielding near process line at Rig 7, the area was clear of workers during the activity. Gas test was conducted and confimed safe prior to entry. No injury occurred. Check nahi kiya gaya tha isolation ka.",0,N/A,synthetic
7efa07d2,Well Site B,hot work / welding near process line,thermal (hot work),uncertain,indirect_proximity,"During hot work / welding near process line at Well Site B, a worker was nearby but not directly in the hazard path. Isolation status was not clearly confirmed by the crew. Near miss — situation was corrected before escalation.","During hot work / welding near process line at Well Site B, a worker was nearby but not directly in the hazard path. Isolation status was not clearly confirmed by the crew. Near miss — situation was corrected before escalation.",1,Hot Work,synthetic
a64b26a0,Well Site B,vehicle movement within plant premises,vehicular/motion,uncertain,indirect_proximity,"During vehicle movement within plant premises at Well Site B, personnel were in the general work area at the time. Exclusion zone markers were present but not actively enforced. No injury occurred; worker moved away in time.","During vehicle movement within plant premises at Well Site B, personnel were in the general work area at the time. Exclusion zone markers were present but not actively enforced. No injury occurred; worker moved away in time.",1,Driving,synthetic
88c87d8e,Field Station 2,lifting operation with mobile crane,gravitational (suspended load),confirmed_present,direct_proximity,"During lifting operation with mobile crane at Field Station 2, personnel were within arm's reach of the live component. Exclusion zone was established and maintained throughout. Near miss — situation was corrected before escalation.","During lifting operation with mobile crane at Field Station 2, personnel were within arm's reach of the live component. Exclusion zone was established and maintained throughout. Near miss — situation was corrected before escalation. Mazdoor ko turant hataya gaya.",0,N/A,synthetic
9531adc4,Terminal A,excavation near buried utility line,low-energy/ergonomic,uncertain,no_exposure,"During excavation near buried utility line at Terminal A, no personnel were in the vicinity at the time. Permit was raised but supervisor sign-off could not be located. Near miss — situation was corrected before escalation. (PTW ref attached)","During excavaton near buried utility line at Terminal A, no personnel were in the vicinity at the time. PTW was raised but supervsor sign-off could not be located. Near miss — situation was corrected before escalation. (PTW ref attached)",0,N/A,synthetic
10178d7b,Field Station 2,scaffolding erection at height,gravitational (suspended load),absent_not_mentioned,no_exposure,"During scaffolding erection at height at Field Station 2, the area was clear of workers during the activity. No isolation was mentioned in the report. No injury occurred.","During scaffolding erection at height at Field Station 2, the area was clear of workers during the activity. No LOTO was mentioned in the report. No injury occurred. Supervsor ne bola area khali tha.",0,N/A,synthetic
d2e8edef,Field Station 2,lifting operation with mobile crane,gravitational (suspended load),uncertain,direct_proximity,"During lifting operation with mobile crane at Field Station 2, a technician was inside the equipment when work commenced. Permit was raised but supervisor sign-off could not be located. Near miss — situation was corrected before escalation. - LOTO tag #754","During lifting operation with mobile crane at Field Station 2, a technician was inside the equipment when work commenced. Permit was raised but supervisor sign-off could not be located. Near miss — situation was corrected before escalation. - LOTO tag #754",1,Safe Mechanical Lifting,synthetic
2c87f2a6,Rig 7,electrical panel work,stored/electrical energy,confirmed_present,direct_proximity,"During electrical panel work at Rig 7, personnel were within arm's reach of the live component. Permit to work was signed off with all checks completed. Near miss — situation was corrected before escalation. reported by UA/UC observer","During electrical panel work at Rig 7, personnel were within arm's reach of the live component. Permit to work was signed off with all checks completed. Near miss — situation was corrected before escalation. reported by UA/UC observer",0,N/A,synthetic
3e898d09,Rig 7,routine equipment inspection,stored/electrical energy,uncertain,indirect_proximity,"During routine equipment inspection at Rig 7, a worker was nearby but not directly in the hazard path. Gas test reportedly done earlier in the shift, not re-verified. Minor first aid case reported.","During routine equipment inspection at Rig 7, a worker was nearby but not directly in the hazard path. Gas test reportedly done earlier in the shift, not re-verified. Minor first aid case reported.",1,Energy Isolation,synthetic
c1daf861,Rig 7,scaffolding erection at height,fall from height,confirmed_present,direct_proximity,"During scaffolding erection at height at Rig 7, personnel were within arm's reach of the live component. Gas test was conducted and confirmed safe prior to entry. No injury occurred. - LOTO tag #754","During scaffolding erection at height at Rig 7, personnel were within arm's reach of the live component. Gas test was conducted and confimed safe prior to entry. No injury occurred. - LOTO tag #754",0,N/A,synthetic
db01549f,Field Station 2,scaffolding erection at height,fall from height,confirmed_present,no_exposure,"During scaffolding erection at height at Field Station 2, the area was clear of workers during the activity. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation. (PTW ref attached)","During scaffolding erection at height at Field Station 2, the area was clear of workers during the activity. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation. (PTW ref attached)",0,N/A,synthetic
bfdd83e9,Rig 7,hot work / welding near process line,stored/electrical energy,confirmed_present,no_exposure,"During hot work / welding near process line at Rig 7, no personnel were in the vicinity at the time. Permit to work was signed off with all checks completed. No injury occurred; worker moved away in time.","During hot work / wielding near process line at Rig 7, no personnel were in the vicinity at the time. PTW was signed off with all checks completed. No injury occurred; worker moved away in time.",0,N/A,synthetic
70c7fd4a,Well Site B,lifting operation with mobile crane,kinetic (line of fire),absent_not_mentioned,direct_proximity,"During lifting operation with mobile crane at Well Site B, a worker was standing within the immediate hazard zone. Work proceeded without a permit being sighted. No injury occurred. acc to shift log","During lifting operation with mobile crane at Well Site B, a worker was standing within the immediate hazard zone. Work proceeded without a permit being sighted. No injury occurred. acc to shift log",1,Line of Fire,synthetic
117caf2a,Plant C,electrical panel work,stored/electrical energy,uncertain,no_exposure,"During electrical panel work at Plant C, no personnel were in the vicinity at the time. Isolation status was not clearly confirmed by the crew. No injury occurred; worker moved away in time. reported by UA/UC observer","During electrical panel work at Plant C, no personnel were in the vicinity at the time. Isolation status was not clearly confirmed by the crew. No injury occurred; worker moved away in time. reported by UA/UC observer",0,N/A,synthetic
dbe03dea,Rig 4,scaffolding erection at height,gravitational (suspended load),uncertain,direct_proximity,"During scaffolding erection at height at Rig 4, personnel were within arm's reach of the live component. Gas test reportedly done earlier in the shift, not re-verified. Reported as unsafe condition during routine walk-around.","During scaffolding erection at height at Rig 4, personnel were within arm's reach of the live component. Gas test reportedly done earlier in the shift, not re-verified. Reported as unsafe condition during routine walk-around.",1,Safe Mechanical Lifting,synthetic
ed2cd476,Terminal A,routine equipment inspection,low-energy/ergonomic,confirmed_present,direct_proximity,"During routine equipment inspection at Terminal A, a worker was standing within the immediate hazard zone. Permit to work was signed off with all checks completed. Minor first aid case reported.","During routine equipment inspection at Terminal A, a worker was standing within the immediate hazard zone. Permit to work was signed off with all checks completed. Minor first aid case reported.",0,N/A,synthetic
3674b683,Well Site B,electrical panel work,stored/electrical energy,confirmed_present,direct_proximity,"During electrical panel work at Well Site B, the contractor was positioned directly beneath the suspended load. Isolation was verified and tagged before work began. No injury occurred. - LOTO tag #754","During electrical panel work at Well Site B, the contractor was positioned directly beneath the suspended load. LOTO was verified and tagged before work began. No injury occurred. - LOTO tag #754",0,N/A,synthetic
5018ca12,Terminal A,lifting operation with mobile crane,gravitational (suspended load),confirmed_present,no_exposure,"During lifting operation with mobile crane at Terminal A, the area was clear of workers during the activity. Exclusion zone was established and maintained throughout. Minor first aid case reported.","During lifting operation with mobile crane at Terminal A, the area was clear of workers during the activity. Exclusion zone was established and maintained throughout. Minor first aid case reported. Supervsor ne bola area khali tha.",0,N/A,synthetic
9d26509a,Rig 4,electrical panel work,stored/electrical energy,confirmed_present,indirect_proximity,"During electrical panel work at Rig 4, a worker was nearby but not directly in the hazard path. Permit to work was signed off with all checks completed. Near miss — situation was corrected before escalation. reported by UA/UC observer","During electrical panel work at Rig 4, a worker was nearby but not directly in the hazard path. PTW was signed off with all checks completed. Near miss — situation was corrected before escalation. reported by UA/UC observer",0,N/A,synthetic
b9f16455,Well Site B,scaffolding erection at height,fall from height,uncertain,no_exposure,"During scaffolding erection at height at Well Site B, the area was clear of workers during the activity. Isolation status was not clearly confirmed by the crew. Reported as unsafe condition during routine walk-around. reported by UA/UC observer","During scaffolding erection at height at Well Site B, the area was clear of workers during the activity. Isolation status was not clearly confirmed by the crew. Reported as unsafe condition during routine walk-around. reported by UA/UC observer",0,N/A,synthetic
fefc40a4,Plant C,scaffolding erection at height,gravitational (suspended load),confirmed_present,direct_proximity,"During scaffolding erection at height at Plant C, personnel were within arm's reach of the live component. Gas test was conducted and confirmed safe prior to entry. No injury occurred; worker moved away in time.","During scaffolding erection at height at Plant C, personnel were within arm's reach of the live component. Gas test was conducted and confimed safe prior to entry. No injury occurred; worker moved away in time. Mazdoor ko turant hataya gaya.",0,N/A,synthetic
49a00040,Terminal A,pipeline pigging operation,kinetic (line of fire),confirmed_present,indirect_proximity,"During pipeline pigging operation at Terminal A, personnel were in the general work area at the time. Permit to work was signed off with all checks completed. Reported as unsafe condition during routine walk-around. acc to shift log","During pipeline pigging operation at Terminal A, personnel were in the general work area at the time. Permit to work was signed off with all checks completed. Reported as unsafe condition during routine walk-around. acc to shift log",0,N/A,synthetic
1c5a2ecc,Rig 7,maintenance on process equipment,stored/electrical energy,uncertain,indirect_proximity,"During maintenance on process equipment at Rig 7, a worker was nearby but not directly in the hazard path. Isolation status was not clearly confirmed by the crew. Near miss — situation was corrected before escalation. reported by UA/UC observer","During maintainance on process equipment at Rig 7, a worker was nearby but not directly in the hazard path. LOTO status was not clearly confimed by the crew. Near miss — situation was corrected before escalation. reported by UA/UC observer",1,Energy Isolation,synthetic
40342a3d,Rig 7,scaffolding erection at height,gravitational (suspended load),uncertain,direct_proximity,"During scaffolding erection at height at Rig 7, a worker was standing within the immediate hazard zone. Exclusion zone markers were present but not actively enforced. No injury occurred; worker moved away in time.","During scaffolding erection at height at Rig 7, a worker was standing within the immediate hazard zone. Exclusion zone markers were present but not actively enforced. No injury occurred; worker moved away in time.",1,Safe Mechanical Lifting,synthetic
2a54878a,Rig 7,electrical panel work,stored/electrical energy,confirmed_present,direct_proximity,"During electrical panel work at Rig 7, a technician was inside the equipment when work commenced. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation.","During electrical panel work at Rig 7, a technician was inside the equipment when work commenced. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation.",0,N/A,synthetic
8a04d82f,Plant C,scaffolding erection at height,gravitational (suspended load),uncertain,no_exposure,"During scaffolding erection at height at Plant C, no personnel were in the vicinity at the time. Permit was raised but supervisor sign-off could not be located. Near miss — situation was corrected before escalation. - LOTO tag #754","During scaffolding erection at height at Plant C, no personnel were in the vicinity at the time. PTW was raised but supervsor sign-off could not be located. Near miss — situation was corrected before escalation. - LOTO tag #754",0,N/A,synthetic
5368fb07,Terminal A,confined space entry for tank cleaning,atmospheric/asphyxiation,confirmed_present,indirect_proximity,"During confined space entry for tank cleaning at Terminal A, a worker was nearby but not directly in the hazard path. Gas test was conducted and confirmed safe prior to entry. No injury occurred; worker moved away in time. (PTW ref attached)","During confined space entry for tank cleaning at Terminal A, a worker was nearby but not directly in the hazard path. Gas test was conducted and confimed safe prior to entry. No injury occurred; worker moved away in time. (PTW ref attached)",0,N/A,synthetic
9a1d4534,Terminal A,maintenance on process equipment,stored/electrical energy,confirmed_present,direct_proximity,"During maintenance on process equipment at Terminal A, a technician was inside the equipment when work commenced. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation. (PTW ref attached)","During maintenance on process equipment at Terminal A, a technician was inside the equipment when work commenced. Gas test was conducted and confirmed safe prior to entry. Near miss — situation was corrected before escalation. (PTW ref attached)",0,N/A,synthetic
42d306d4,Rig 4,confined space entry for tank cleaning,low-energy/ergonomic,uncertain,no_exposure,"During confined space entry for tank cleaning at Rig 4, no personnel were in the vicinity at the time. Isolation status was not clearly confirmed by the crew. Minor first aid case reported.","During confined space entry for tank cleaning at Rig 4, no personnel were in the vicinity at the time. LOTO status was not clearly confimed by the crew. Minor first aid case reported.",0,N/A,synthetic
30d2bca0,Field Station 2,scaffolding erection at height,gravitational (suspended load),confirmed_present,indirect_proximity,"During scaffolding erection at height at Field Station 2, a worker was nearby but not directly in the hazard path. Gas test was conducted and confirmed safe prior to entry. Reported as unsafe condition during routine walk-around.","During scaffolding erection at height at Field Station 2, a worker was nearby but not directly in the hazard path. Gas test was conducted and confimed safe prior to entry. Reported as unsafe condition during routine walk-around.",0,N/A,synthetic
84a0d758,Well Site B,pipeline pigging operation,stored/electrical energy,confirmed_present,indirect_proximity,"During pipeline pigging operation at Well Site B, personnel were in the general work area at the time. Gas test was conducted and confirmed safe prior to entry. No injury occurred. reported by UA/UC observer","During pipeline pigging operation at Well Site B, personnel were in the general work area at the time. Gas test was conducted and confimed safe prior to entry. No injury occurred. reported by UA/UC observer Mazdoor ko turant hataya gaya.",0,N/A,synthetic
d7c14451,Field Station 2,scaffolding erection at height,gravitational (suspended load),confirmed_present,indirect_proximity,"During scaffolding erection at height at Field Station 2, a worker was nearby but not directly in the hazard path. Gas test was conducted and confirmed safe prior to entry. Minor first aid case reported. acc to shift log","During scaffolding erection at height at Field Station 2, a worker was nearby but not directly in the hazard path. Gas test was conducted and confimed safe prior to entry. Minor first aid case reported. acc to shift log",0,N/A,synthetic
17e51208,Field Station 2,excavation near buried utility line,low-energy/ergonomic,absent_not_mentioned,no_exposure,"During excavation near buried utility line at Field Station 2, no personnel were in the vicinity at the time. Work proceeded without a permit being sighted. No injury occurred; worker moved away in time.","During excavaton near buried utility line at Field Station 2, no personnel were in the vicinity at the time. Work proceeded without a PTW being sighted. No injury occurred; worker moved away in time. Supervsor ne bola area khali tha.",0,N/A,synthetic
7dc0f6b1,Rig 7,hot work / welding near process line,stored/electrical energy,absent_not_mentioned,indirect_proximity,"During hot work / welding near process line at Rig 7, a worker was nearby but not directly in the hazard path. No isolation was mentioned in the report. No injury occurred; worker moved away in time. acc to shift log","During hot work / wielding near process line at Rig 7, a worker was nearby but not directly in the hazard path. No LOTO was mentioned in the report. No injury occurred; worker moved away in time. acc to shift log Check nahi kiya gaya tha isolation ka.",1,Energy Isolation,synthetic
b132ccee,Rig 7,maintenance on process equipment,stored/electrical energy,confirmed_present,direct_proximity,"During maintenance on process equipment at Rig 7, a technician was inside the equipment when work commenced. Exclusion zone was established and maintained throughout. No injury occurred. acc to shift log","During maintenance on process equipment at Rig 7, a technician was inside the equipment when work commenced. Exclusion zone was established and maintained throughout. No injury occurred. acc to shift log",0,N/A,synthetic
1f57014a,Field Station 2,maintenance on process equipment,low-energy/ergonomic,absent_not_mentioned,no_exposure,"During maintenance on process equipment at Field Station 2, no personnel were in the vicinity at the time. No isolation was mentioned in the report. Reported as unsafe condition during routine walk-around. reported by UA/UC observer","During maintenance on process equipment at Field Station 2, no personnel were in the vicinity at the time. No isolation was mentioned in the report. Reported as unsafe condition during routine walk-around. reported by UA/UC observer",0,N/A,synthetic
3f0f6f6c,Rig 4,hot work / welding near process line,thermal (hot work),absent_not_mentioned,indirect_proximity,"During hot work / welding near process line at Rig 4, a worker was nearby but not directly in the hazard path. No isolation was mentioned in the report. Reported as unsafe condition during routine walk-around. - LOTO tag #754","During hot work / welding near process line at Rig 4, a worker was nearby but not directly in the hazard path. No isolation was mentioned in the report. Reported as unsafe condition during routine walk-around. - LOTO tag #754",1,Hot Work,synthetic
fb1615a6,Field Station 2,excavation near buried utility line,stored/electrical energy,uncertain,no_exposure,"During excavation near buried utility line at Field Station 2, no personnel were in the vicinity at the time. Isolation status was not clearly confirmed by the crew. Near miss — situation was corrected before escalation.","During excavation near buried utility line at Field Station 2, no personnel were in the vicinity at the time. Isolation status was not clearly confirmed by the crew. Near miss — situation was corrected before escalation.",0,N/A,synthetic
5c56a453,Rig 4,hot work / welding near process line,thermal (hot work),confirmed_present,indirect_proximity,"During hot work / welding near process line at Rig 4, personnel were in the general work area at the time. Gas test was conducted and confirmed safe prior to entry. No injury occurred; worker moved away in time. acc to shift log","During hot work / wielding near process line at Rig 4, personnel were in the general work area at the time. Gas test was conducted and confimed safe prior to entry. No injury occurred; worker moved away in time. acc to shift log Supervsor ne bola area khali tha.",0,N/A,synthetic
671ac446,Well Site B,excavation near buried utility line,stored/electrical energy,confirmed_present,no_exposure,"During excavation near buried utility line at Well Site B, the area was clear of workers during the activity. Exclusion zone was established and maintained throughout. No injury occurred; worker moved away in time. reported by UA/UC observer","During excavation near buried utility line at Well Site B, the area was clear of workers during the activity. Exclusion zone was established and maintained throughout. No injury occurred; worker moved away in time. reported by UA/UC observer",0,N/A,synthetic
88357e56,Rig 4,pipeline pigging operation,kinetic (line of fire),absent_not_mentioned,indirect_proximity,"During pipeline pigging operation at Rig 4, a worker was nearby but not directly in the hazard path. No isolation was mentioned in the report. Reported as unsafe condition during routine walk-around. acc to shift log","During pipeline pigging operation at Rig 4, a worker was nearby but not directly in the hazard path. No isolation was mentioned in the report. Reported as unsafe condition during routine walk-around. acc to shift log",1,Line of Fire,synthetic
bcd48609,Terminal A,lifting operation with mobile crane,kinetic (line of fire),confirmed_present,no_exposure,"During lifting operation with mobile crane at Terminal A, the area was clear of workers during the activity. Isolation was verified and tagged before work began. No injury occurred; worker moved away in time. reported by UA/UC observer","During lifting operation with mobile crane at Terminal A, the area was clear of workers during the activity. Isolation was verified and tagged before work began. No injury occurred; worker moved away in time. reported by UA/UC observer",0,N/A,synthetic
737c4d7f,Plant C,pipeline pigging operation,kinetic (line of fire),uncertain,direct_proximity,"During pipeline pigging operation at Plant C, the contractor was positioned directly beneath the suspended load. Permit was raised but supervisor sign-off could not be located. No injury occurred.","During pipeline pigging operation at Plant C, the contractor was positioned directly beneath the suspended load. Permit was raised but supervisor sign-off could not be located. No injury occurred.",1,Line of Fire,synthetic
5380a3ca,Terminal A,pipeline pigging operation,kinetic (line of fire),uncertain,no_exposure,"During pipeline pigging operation at Terminal A, the area was clear of workers during the activity. Exclusion zone markers were present but not actively enforced. Near miss — situation was corrected before escalation. (PTW ref attached)","During pipeline pigging operation at Terminal A, the area was clear of workers during the activity. Exclusion zone markers were present but not actively enforced. Near miss — situation was corrected before escalation. (PTW ref attached)",1,N/A,synthetic
5173e538,Plant C,lifting operation with mobile crane,kinetic (line of fire),confirmed_present,indirect_proximity,"During lifting operation with mobile crane at Plant C, a worker was nearby but not directly in the hazard path. Permit to work was signed off with all checks completed. Reported as unsafe condition during routine walk-around. (PTW ref attached)","During lifting operation with mobile crane at Plant C, a worker was nearby but not directly in the hazard path. Permit to work was signed off with all checks completed. Reported as unsafe condition during routine walk-around. (PTW ref attached)",1,N/A,synthetic
8a5f9d47,Terminal A,routine equipment inspection,stored/electrical energy,confirmed_present,no_exposure,"During routine equipment inspection at Terminal A, no personnel were in the vicinity at the time. Isolation was verified and tagged before work began. Near miss — situation was corrected before escalation.","During routine equipment inspection at Terminal A, no personnel were in the vicinity at the time. Isolation was verified and tagged before work began. Near miss — situation was corrected before escalation.",0,N/A,synthetic
688afde3,Rig 4,excavation near buried utility line,stored/electrical energy,confirmed_present,indirect_proximity,"During excavation near buried utility line at Rig 4, a worker was nearby but not directly in the hazard path. Permit to work was signed off with all checks completed. Near miss — situation was corrected before escalation. reported by UA/UC observer","During excavaton near buried utility line at Rig 4, a worker was nearby but not directly in the hazard path. PTW was signed off with all checks completed. Near miss — situation was corrected before escalation. reported by UA/UC observer",0,N/A,synthetic
